"ID","TVA","TVB","TVC","TVD","COSTA","COSTB","COSTC","COSTD","tiempoxid","c1","c2","c3","c4","Choice"
1,1.53601122740656,2.18752220773604,1.17036916890647,1.25545535800047,0.76230310020037,7,8,1.23251525033265,3,0,0,0,1,4
2,1.84627012582496,1.45665439451113,0.437996101309545,2.02778632394038,2.29835045756772,7,8,16.147209753748,3,0,0,1,0,3
3,1.6358005546499,0.590136353392154,0.891722406027839,2.48295615371317,0.165859162807465,7,8,5.47288297489285,4,0,1,0,0,2
4,1.42310216720216,1.48289048040751,1.17075034063309,2.02747100144625,2.28638278669678,2.3,2.3,16.5633743056096,1,1,0,0,0,1
5,1.2135632482823,2.10942453329917,1.2542370819021,0.691559695824981,4.14530491223559,2.3,2.3,5.70114430552348,5,0,0,0,1,4
6,1.62915719067678,2.00627212543041,1.29122486764099,1.99909910729621,0.00428963103331625,7,8,1.56237222952768,5,1,0,0,0,1
7,1.61585438088514,0.61722285922151,1.22450998737477,1.24261448553298,0.178247281583026,7,8,14.1805993015878,2,0,1,0,0,2
8,1.35432508471422,1.00629366799258,1.15066781553905,0.233762660739012,2.83473369432613,7,8,16.0048321229406,5,1,0,0,0,1
9,1.89211254776455,1.66971306316555,1.42639538925141,0.579249192145653,2.0258378656581,7,8,11.6640353430994,6,1,0,0,0,1
10,1.89155157702044,1.81419066139497,0.801349518587813,1.72775034811348,1.18075657635927,2.3,2.3,8.23715723399073,3,0,0,1,0,3
11,1.48114767624065,0.650118977576494,0.574744094861671,0.334926003962755,0.289548211731017,7,8,9.6106773018837,5,0,0,0,1,4
12,1.74864998785779,1.88346588960849,0.570571971056052,1.26724862523843,3.34155412740074,7,8,17.641522731632,5,1,0,0,0,1
13,1.84623823221773,1.44400712272618,1.18967269368004,1.88915606546216,0.227083299541846,7,8,12.3185405060649,5,1,0,0,0,1
14,1.12160043907352,0.954071666835807,1.04047645777464,1.60865839836188,3.60348555142991,7,8,4.79906990518793,3,0,0,0,1,4
15,1.45943013415672,1.9238413018873,1.03318059369922,1.9222525795456,0.67471508984454,7,8,14.5952350278385,4,1,0,0,0,1
16,1.42358118598349,1.44203705368564,1.3663365323795,1.66970869607758,3.46543620806187,2.3,2.3,3.1913633979857,2,0,0,1,0,3
17,1.4331903825514,1.51696761325002,0.43134264186956,0.509430066682398,4.15417374577373,7,8,6.62809619028121,6,0,0,0,1,4
18,1.59791210223921,1.11250749197789,1.15094445624854,0.943215931579471,2.73116295225918,2.3,2.3,15.6143968412653,4,0,1,0,0,2
19,1.08684419770725,1.63089958531782,1.34091744662728,1.2772681446746,2.21098605776206,7,8,16.2545505431481,5,1,0,0,0,1
20,1.28052841708995,2.13844078937545,0.493623359431513,1.64389627641067,4.68259661924094,7,8,13.4393961494789,4,1,0,0,0,1
21,1.91649591457099,1.66057717427611,0.77763745887205,0.966916641709395,0.497802071040496,7,8,12.4285004180856,3,1,0,0,0,1
22,1.89941740757786,1.97696198245976,0.662987464945763,1.38185705794021,2.7680940751452,7,8,15.3713609352708,1,1,0,0,0,1
23,1.88904518261552,0.835301484214142,1.04015506759752,0.869773346744478,3.27025067294016,2.3,2.3,7.56865173624828,3,0,0,0,1,4
24,1.75066387793049,0.805344828031957,1.25098585002124,1.57469110246748,4.33472052798606,7,8,17.3893963498995,4,0,0,1,0,3
25,1.12424578005448,0.327531288377941,0.822182764182799,0.885416761902161,4.92430176353082,7,8,2.6977932904847,5,1,0,0,0,1
