"ID","TVA","TVB","TVC","TVD","COSTA","COSTB","COSTC","COSTD","tiempoxid","c1","c2","c3","c4","Choice"
1,1.82467441330664,0.456963430717587,0.734458925621584,0.852231966773979,1.72460839967243,2.3,2.3,14.0469677215442,7,0,0,1,0,3
2,1.11685101990588,0.449760393146425,0.699659346975386,1.58095876050647,4.90104933036491,7,8,6.53443839261308,3,0,1,0,0,2
3,1.2997805508785,1.46077281145845,1.48068003451917,2.45717660046648,2.48796877916902,7,8,6.96674998942763,4,1,0,0,0,1
4,1.35656073666178,0.734095137519762,0.913270777696744,0.40363278419245,4.25898400018923,7,8,17.923813671805,4,1,0,0,0,1
5,1.96519497758709,1.26131563636009,0.86432227997575,2.06209084899165,2.8578112856485,7,8,11.3637344045565,5,1,0,0,0,1
6,1.96756052970886,1.16460150249768,0.85244565422181,0.371772941062227,1.67880875756964,7,8,17.1585740544833,6,1,0,0,0,1
7,1.53309236629866,0.444856885354966,1.04092481888365,0.327053153258748,3.25426495517604,7,8,3.60480932146311,4,0,1,0,0,2
8,1.33215550961904,1.48781456719153,0.581482425774448,2.02762010362931,3.84931423002854,7,8,7.70363400969654,3,0,0,1,0,3
9,1.65384375723079,0.884562919544987,0.628801395162009,1.80589478993788,0.666270678630099,7,8,3.7135378648527,3,1,0,0,0,1
10,1.61454954114743,0.716629291465506,1.05878291549161,1.30857468177564,2.11084032780491,7,8,1.17848416976631,4,1,0,0,0,1
11,1.01412958302535,1.43341301719192,1.32456291445997,0.842039331258275,0.75761912856251,7,8,13.309160774108,5,0,0,0,1,4
12,1.76337939710356,1.56389171802439,0.57867913574446,1.07543383119628,1.13816263852641,2.3,2.3,17.4847260564566,6,1,0,0,0,1
13,1.35930521786213,1.8950293617323,0.908997575799003,2.45697409503628,3.59931092010811,7,8,2.82780674239621,4,1,0,0,0,1
14,1.1013507139869,0.473051785747521,0.958017831202596,1.7089764329372,3.75889282906428,7,8,6.2869914220646,4,0,0,1,0,3
15,1.55679722665809,1.98296414453071,1.36459728083573,2.20788817838766,4.48341974406503,7,8,15.9431433901191,4,0,0,1,0,3
16,1.42421841970645,1.56154003671836,0.97703256753739,1.13428845722228,3.16772142192349,7,8,17.0641735615209,6,1,0,0,0,1
17,1.41928280470893,1.59128242745064,0.779994578589685,0.406741592288017,1.38547014445066,7,8,2.54792744340375,3,0,0,0,1,4
18,1.93341096048243,1.11924277695362,1.17310838697013,0.673050756053999,3.89058935688809,7,8,8.93829669523984,4,0,0,1,0,3
19,1.67206573532894,2.17899950637948,1.09899844210595,2.25513602870051,1.163354475284,7,8,0.278883977327496,3,0,0,1,0,3
20,1.75869270972908,2.05477035657968,1.21306786723435,1.10273216874339,4.05530251213349,7,8,16.9960969844833,4,1,0,0,0,1
21,1.37388025061227,2.03108649177011,0.888188295275904,0.648203891236335,4.5307971269358,7,8,13.358840033412,6,0,0,0,1,4
22,1.72835017321631,0.890690881153569,1.35072563481517,1.34549133966211,1.35922299930826,7,8,8.10596013162285,2,1,0,0,0,1
23,1.6838457705453,1.40773306619376,0.529618001007475,0.861675445619039,4.574888527859,7,8,12.4811769872904,4,0,0,0,1,4
24,1.29532150505111,0.870042134844698,0.666751789906993,2.24453152029309,1.06403289595619,7,8,4.66470958152786,6,1,0,0,0,1
25,1.57776166521944,0.644494135817513,1.16236072888132,0.204818859067745,1.1542883166112,2.3,2.3,5.60647925455123,6,0,1,0,0,2
26,1.06442498974502,1.23399421221111,1.31822613219265,1.56463180906139,4.66838281485252,7,8,3.92697024671361,3,0,1,0,0,2
27,1.76264212629758,1.66553553342819,0.473313573119231,1.60973429889418,2.08119624527171,2.3,2.3,10.1343811056577,4,0,0,1,0,3
28,1.12295100581832,1.27232408572454,0.949605233245529,0.619228930352256,2.60403654770926,2.3,2.3,9.05306794960052,6,1,0,0,0,1
29,1.16849315632135,1.3227240672335,1.01433353244793,2.20295411655679,0.630126046016812,2.3,2.3,13.2316686627455,4,0,1,0,0,2
30,1.00640493398532,1.52156482853461,1.41363813930657,0.67268595774658,0.696271096821874,2.3,2.3,6.01647599972785,8,1,0,0,0,1
31,1.74880023370497,1.0508487458108,0.957428855984472,1.65065797981806,2.47981908847578,7,8,16.5738904508762,5,0,0,1,0,3
32,1.05532199400477,1.1005186917726,1.26212314004079,1.07655850870069,3.91732764081098,7,8,7.58647671667859,3,0,0,1,0,3
33,1.95107863307931,1.990676397481,1.20235568396747,2.13524540469516,4.65589548344724,2.3,2.3,2.11799708660692,7,0,0,1,0,3
34,1.46397004486062,1.56707806794439,0.42744325560052,1.61411465734709,2.06661283271387,2.3,2.3,17.2708057807758,5,0,0,1,0,3
35,1.89301080186851,0.950879528839141,0.56806099563837,0.371907491283491,4.82219663448632,7,8,12.1969308131374,6,0,0,1,0,3
36,1.6018415663857,0.330483676842414,1.30334068746306,1.54936258292291,2.06425750744529,7,8,13.7011445579119,3,1,0,0,0,1
37,1.05920155649073,0.710382364178076,0.490122079383582,2.08836223809049,1.85040561831556,2.3,2.3,3.77448147162795,3,0,0,1,0,3
38,1.08735616481863,1.56992748491466,0.465589703596197,1.39166520014405,2.56503364187665,7,8,16.291298114229,4,0,1,0,0,2
39,1.88140358962119,0.708606018312275,1.46575757162645,0.94606147094164,1.11181618296541,7,8,3.70269006444141,2,0,0,1,0,3
40,1.42839798727073,0.370326416194439,0.647764912084676,2.44138009089511,3.24478225782514,2.3,2.3,0.874745695386082,6,0,1,0,0,2
41,1.71573720709421,1.38063099484425,0.538871679711156,2.25073025920428,4.59292595158331,7,8,16.0479544373229,3,0,0,1,0,3
