"ID","TVA","TVB","TVC","TVD","COSTA","COSTB","COSTC","COSTD","tiempoxid","c1","c2","c3","c4","Choice"
1,1.13116521015763,0.593199302791618,0.955622351286001,0.358739373181015,3.40248666005209,7,8,17.7118553607725,7,1,0,0,0,1
2,1.31472088210285,0.597893413947895,1.40879348139279,2.26662482663523,0.824690635781735,7,8,1.52321696095169,6,0,0,0,1,4
3,1.16115440311842,0.465518728271127,1.41762228615116,2.42998039226513,4.4002225541044,2.3,2.3,2.51865064585581,6,0,1,0,0,2
4,1.31150564667769,1.41555150805507,0.921773712080903,1.40537274652161,2.30900724884123,7,8,11.9546315800399,3,1,0,0,0,1
5,1.08461269992404,0.74616028026212,0.802330246870406,2.24110836861655,2.0943257433828,7,8,2.85189205734059,3,0,0,0,1,4
6,1.58175739319995,0.620783465984277,1.27904437168036,2.07572634671815,0.429980158805847,2.3,2.3,2.02641246886924,3,0,0,0,1,4
7,1.08760606194846,2.07421215530485,0.746997231640853,0.705525835929439,4.93649114621803,7,8,2.21596796438098,3,0,0,0,1,4
8,1.37090768502094,0.586225984268822,0.931861193035729,0.51440619553905,3.25080180889927,2.3,2.3,10.6702889017761,4,0,1,0,0,2
9,1.97707411693409,1.71136349795852,1.09989762865007,1.44900443165097,4.2879592475947,7,8,2.10011263657361,3,0,0,0,1,4
10,1.01466898689978,1.63086290154606,1.28516647277866,0.799941417761147,2.1786422515288,7,8,2.60362335434183,6,0,0,0,1,4
11,1.75674488930963,2.00340068377554,0.647208805475384,1.9386474642437,3.9380009053275,7,8,8.86233188817278,3,0,0,1,0,3
12,1.30747013259679,1.93735980838537,0.631668800697662,0.878621682804078,1.97344267042354,2.3,2.3,4.74784814519808,3,0,1,0,0,2
13,1.77993332385086,1.95677958242595,1.38799743938725,0.604449366428889,0.634525346104056,7,8,14.2319762818515,3,1,0,0,0,1
14,1.12116490933113,1.90152880426031,1.43773397337645,0.53957169498317,2.34615443157963,2.3,2.3,12.1294731684029,4,0,0,1,0,3
15,1.49886433081701,0.566744943498634,0.689588195318356,1.7683755108621,0.345854100305587,7,8,9.78076811973006,6,1,0,0,0,1
16,1.71118524647318,0.732026387169026,0.98029795200564,2.2971370721003,4.74872545339167,7,8,8.64903031429276,4,1,0,0,0,1
17,1.84340440831147,1.11386723257601,1.34266873935703,0.758325788751245,4.3383510725107,7,8,3.59883889602497,3,1,0,0,0,1
18,1.40604412392713,1.87135240510106,0.793375308671966,0.756436970992945,2.29576776036993,2.3,2.3,6.62213580217212,5,0,1,0,0,2
19,1.16101866774261,1.44916801280342,1.39572663607541,2.03487143551465,1.57255062717013,7,8,0.831319147255272,5,0,0,0,1,4
20,1.35839107446373,0.684713282855228,0.937019600742497,1.34559600197244,1.61235006758943,2.3,2.3,5.427764615044,5,0,0,1,0,3
