"ID","TVA","TVB","TVC","TVD","COSTA","COSTB","COSTC","COSTD","tiempoxid","c1","c2","c3","c4","Choice"
1,1.32471131463535,1.03472744333558,0.612521790084429,1.23514280982781,0.266297138296068,7,8,4.03107730206102,2,0,1,0,0,2
2,1.25181913981214,1.23840189098846,1.21555540824775,0.363866000832059,2.49119456042536,2.3,2.3,14.2163049140945,7,0,1,0,0,2
3,1.15377405751497,1.77837003325112,0.812371311057359,1.16778667271137,0.725862351246178,7,8,5.37507525924593,4,0,0,0,1,4
4,1.78516850247979,0.385887779761106,0.428514463221654,2.27254267584067,0.0541278952732682,7,8,1.61878941999748,3,0,0,0,1,4
5,1.20097541622818,2.09843801439274,0.840186449396424,0.303540416411124,1.4903380011674,7,8,9.09488289663568,3,0,0,1,0,3
6,1.60802651639096,1.38482811441645,0.865271433535963,1.58102354228031,2.96507896622643,7,8,9.9931312892586,3,0,0,1,0,3
7,1.88639267743565,1.4862054646248,1.44152893261053,1.51468525957316,3.65459860768169,7,8,1.47663675947115,5,0,0,0,1,4
8,1.53863990562968,0.849441280402243,0.57375242463313,2.05556938040536,1.89585366868414,7,8,11.4882052768953,5,1,0,0,0,1
9,1.74725550180301,1.25308816584293,0.765607096767053,2.36654160749167,2.41108077694662,7,8,5.13149352790788,6,0,0,1,0,3
10,1.37307912833057,1.49268042063341,0.677778328163549,1.44680245753843,4.1938350093551,2.3,2.3,15.1651583262719,6,0,0,1,0,3
11,1.77012025774457,1.29267100843135,0.501199200865813,1.73474539378658,4.49423700105399,7,8,15.1386702675372,4,1,0,0,0,1
12,1.53907621721737,1.69446633087937,0.48533847052604,0.556802682369016,2.23717041546479,7,8,6.34555756486952,4,0,0,0,1,4
13,1.05626672133803,1.95115821643267,1.43638993320055,1.51441231309436,2.67335731186904,7,8,3.62672035396099,4,1,0,0,0,1
14,1.37308569881134,1.96940760412253,0.600650720205158,2.24065298067871,1.97739828843623,2.3,2.3,7.87153459014371,5,1,0,0,0,1
15,1.07498028175905,1.38822879083455,0.685682464344427,2.25156148446258,3.39238921529613,2.3,2.3,16.6904013985768,5,0,0,1,0,3
16,1.73671432817355,1.08349300585687,0.781387132336386,0.613073260406964,0.832868070574477,7,8,5.33820431074128,3,1,0,0,0,1
17,1.18818031158298,1.8773999202298,0.514331225841306,0.375903934240341,2.52310223295353,7,8,14.369398699142,4,0,1,0,0,2
18,1.2355546229519,1.40378216991667,0.743500567274168,2.03465658228379,1.14680374390446,7,8,6.68240270018578,3,1,0,0,0,1
19,1.9028924650047,1.81365730101243,1.19038964814972,0.679097865708172,3.68148013832979,2.3,2.3,5.832691419404,4,0,0,1,0,3
20,1.31975018419325,1.48910808023065,0.435791148990393,1.54443388744257,4.46600352996029,7,8,11.4240823723376,4,0,0,1,0,3
21,1.12101527955383,0.535991880437359,1.40947319616098,1.581208878709,4.32666693581268,2.3,2.3,10.7805516393855,5,0,0,1,0,3
22,1.452844199026,1.62615263739135,1.34525210070424,1.01803910420276,1.96096447878517,7,8,2.04524006741121,2,0,0,0,1,4
23,1.13256747764535,1.92999869093765,1.1811773077352,0.574397582863458,0.370635187719017,2.3,2.3,14.4566508033313,6,0,0,1,0,3
24,1.70667963824235,1.99808235880919,0.427296263747849,2.04803565563634,4.31833678041585,2.3,2.3,8.23652970185503,6,0,0,1,0,3
25,1.25917502772063,0.361238359450363,0.807635316555388,1.1347908629803,2.65892267110758,7,8,8.11512470338494,3,1,0,0,0,1
26,1.01007166411728,1.19186068403069,0.75368003633339,0.718956883251667,3.96647599292919,7,8,9.60914582759142,5,0,0,1,0,3
27,1.87296517426148,1.19354424416088,0.891039195819758,1.58145052620675,0.02732764929533,7,8,3.48954492202029,4,0,0,1,0,3
28,1.6791833715979,0.354274846683256,1.00952776668128,1.05770872561261,1.39237077091821,7,8,7.57100025750697,5,1,0,0,0,1
29,1.82849789015017,0.497704672976397,1.03925923537463,1.954766337201,0.636454329360276,7,8,8.96402290603146,5,0,1,0,0,2
30,1.16561850486323,0.51821256915573,0.406114605418406,0.569725067564286,0.439683919539675,7,8,10.3907665838487,4,1,0,0,0,1
31,1.90802278323099,0.768086127378046,0.829298813128844,1.87586657283828,3.62871124991216,7,8,3.96647946629673,2,0,0,1,0,3
32,1.92120530852117,1.26168748976197,1.16601390407886,1.28219273707364,3.64315880928189,7,8,6.4041303335689,1,0,0,1,0,3
33,1.89399016532116,1.19484402392991,1.09068089998327,1.51686154739,2.33809604775161,7,8,10.737284862902,5,1,0,0,0,1
34,1.97082116827369,1.91778685601894,0.983122632652521,0.530661098868586,2.14104364160448,7,8,10.2375318990089,4,0,1,0,0,2
35,1.67613349738531,1.78991112546064,0.77216689568013,2.15558671513572,4.93100632098503,7,8,16.1942625436932,3,1,0,0,0,1
36,1.98511367035098,0.443233350198716,1.43337128534913,2.16942288363352,2.37187481485307,2.3,2.3,0.174763003829867,5,0,1,0,0,2
37,1.58063225378282,0.72621452647727,0.998848653328605,2.23188153321389,2.75232718326151,7,8,17.2034772047773,3,0,0,1,0,3
38,1.69848389481194,0.732296110480092,0.805864780466072,0.310517499456182,4.65503031038679,7,8,11.3487526369281,2,0,0,0,1,4
39,1.54934816644527,1.70933269304223,1.43157419692725,1.92132958439179,0.0900540174916387,2.3,2.3,16.693373742979,6,1,0,0,0,1
40,1.35609943396412,0.672054838808253,0.491467033117078,1.92502465597354,4.15212898049504,7,8,7.44892680644989,4,0,0,1,0,3
41,1.1412558297161,0.68830801511649,1.35095249470323,1.916354777175,2.66417946084403,7,8,9.31109192641452,3,0,1,0,0,2
42,1.93253329861909,0.583412971487269,0.809576953249052,0.297725779889151,3.39164955192246,2.3,2.3,2.75100639788434,6,0,1,0,0,2
43,1.63805562420748,0.408615686465055,1.32995810031425,0.85092121490743,3.71085529332049,7,8,11.201248885598,5,0,1,0,0,2
44,1.58008710644208,0.373621277953498,1.20208190199919,2.42127467175014,1.3337546447292,7,8,16.2102453452535,2,1,0,0,0,1
45,1.62326779728755,0.982471260498278,1.46567161499988,2.14455921289045,2.60923046735115,7,8,13.7714471463114,6,0,1,0,0,2
46,1.02669799490832,0.74283250644803,1.18501440971158,1.08552843455691,2.51083287294023,7,8,8.71959523111582,4,0,1,0,0,2
47,1.65337563795038,0.963222603220493,0.810963109787554,0.847093986836262,2.12261424050666,7,8,0.370521510019898,5,0,0,0,1,4
48,1.97893441887572,1.90271606512833,1.47384308138862,0.43733890466392,2.50294750207104,7,8,3.3532480141148,5,0,0,0,1,4
49,1.09708707011305,2.00906409560703,0.868597602751106,2.10844569006003,2.40163354668766,7,8,8.08132161106914,6,0,0,1,0,3
50,1.22023891238496,0.646322521287948,0.485534101701342,1.1106718693627,2.75249137077481,7,8,10.7493687090464,4,1,0,0,0,1
51,1.94122655177489,1.81628863569349,1.09485662013758,1.55541230051313,1.25339315389283,7,8,3.1649260413833,4,0,1,0,0,2
