"ID","TVA","TVB","TVC","TVD","COSTA","COSTB","COSTC","COSTD","tiempoxid","c1","c2","c3","c4","Choice"
1,1.32813430461101,1.41743267013226,1.35385937632527,1.81922278683633,1.51515923906118,7,8,12.3520865212195,3,1,0,0,0,1
2,1.03524587699212,1.52521693592425,1.30951436550822,0.996797493542545,3.72898029629141,2.3,2.3,10.3129193522036,2,0,0,1,0,3
3,1.32062019221485,1.10376844997518,0.614275894174352,2.18819376889151,2.94569495250471,7,8,12.6247781245038,1,0,0,1,0,3
4,1.40167053416371,0.429093689378351,1.47154031873215,2.32102011872921,1.17931568180211,7,8,8.6580844419077,4,0,1,0,0,2
5,1.45840093842708,1.01784065091051,0.405415112525225,1.32153585238848,0.948618657421321,7,8,6.5907529508695,5,0,0,0,1,4
6,1.35284425062127,0.950738295167685,1.06616858097259,1.91666741997469,2.96564358402975,7,8,1.12878890521824,4,0,0,1,0,3
7,1.92048409907147,1.30597896147519,0.760503036645241,0.641910390532576,1.50020093889907,7,8,15.9429124142043,4,0,0,0,1,4
8,1.52868371992372,0.521222535357811,1.37303912364878,0.437647747481242,3.12655494664796,2.3,2.3,15.2473928094842,5,0,0,0,1,4
9,1.09407246508636,1.49068204779178,0.716111644660123,0.757698634220287,0.84642248461023,7,8,0.277122998144478,6,0,0,1,0,3
10,1.84930863208137,1.07113166435156,0.954988875542767,2.36453334197868,2.03859872068278,2.3,2.3,16.9411958497949,4,0,0,1,0,3
11,1.59685261594132,1.70084549298044,1.10255189482123,2.48445120740216,0.580173964845017,7,8,16.5592698426917,5,0,0,1,0,3
12,1.07331655034795,1.63489368867595,1.41407304778695,1.07963988152333,1.19390224572271,7,8,0.324046912137419,4,1,0,0,0,1
13,1.88584876782261,0.579142375546507,1.42588085194584,1.80868655226659,1.92419619415887,7,8,17.2264974396676,5,0,0,1,0,3
14,1.15314257144928,0.339253284968436,0.997889952361584,2.29418277591467,2.28646293166094,7,8,10.1257616216317,2,0,1,0,0,2
15,1.32971500535496,0.392400553356856,0.447166997403838,0.829842270375229,4.22200694796629,7,8,5.93387622479349,5,0,1,0,0,2
16,1.27162442007102,1.49450980986003,0.541246604197659,0.742442460614257,1.40141624491662,7,8,5.28187789209187,3,1,0,0,0,1
17,1.66378903691657,2.15309242247604,1.24183057686314,2.3983815183863,3.32249219762161,7,8,17.9457825100981,7,0,1,0,0,2
